id,text,offensive_aggregated,offense_a1,offense_a2,offense_a3,offense_a4
157,@USER Bij jou bestaat er alleen maar #racisme - van blank tegen zwart - van blank tegen bruin - van blank tegen rood - van blank tegen geel Van omgekeerd racisme wil je niets weten. Je bent 'n #hypocriet en niet zo'n kleintje ook!\ud83e\udd2e\ud83e\udd2e #WhiteLivesMatter #BlackLivesMatter #AllLivesMatter,OFF,,,,
158,Mag @USER zomaar mijn mailadres doorspelen aan een extern onderzoeksbureau? #AVG #privacy URL,NOT,NOT,NOT,NOT,NOT
159,"@USER Heb hem gehad,maar stem niet!!! Allemaal leugenaars en oplichters.",OFF,OFF,OFF,OFF,OFF
160,#nieuws Film met Jennifer Hoffman naar Estland URL,NOT,NOT,NOT,NOT,NOT
161,"@USER bijna 15.000 woningen rond Schiphol zijn geïsoleerd op kosten van de gemeenschap, KLM en Schiphol.",NOT,NOT,NOT,NOT,NOT
162,"@USER Dan kunnen we het in Nederland ook wel invoeren, wat denk je?",NOT,NOT,NOT,NOT,NOT
163,Nieuwe #vacature : Objectleider Locatie: Amsterdam .. URL,NOT,NOT,NOT,NOT,NOT
164,"@USER Deze #Akwasi snapt het zelf niet eens, er is een demonstratie tegen 'racistisch politiegeweld' en als ze daar tegen demonstreren is dat allemaal prima maar om zwarte piet hierin te betrekken, is misbruik maken van en opzetten tot geweld tegen iets zonder enig racisme. #strafbaar",OFF,,,,
165,"@USER @USER Dat typisch geneuzel weer om iemand op zijn spelling te beoordelen als men iets vind, maar niet weet wat.",NOT,NOT,NOT,NOT,NOT
166,Alibaba denkt oplossing te hebben voor betalen in Virtual Reality URL,NOT,NOT,NOT,NOT,NOT
167,Temperatuur=1.8|Regen.dag=0.4mm|Wind=1.4<br>m/s|Max._windstoot=4.5m/s|Richting=SSW|Relatieve_vochtigheid=97.0%|Regen_laatste_uur=0.4mm|Zonnestraling/globale_straling=7.2W/m2,NOT,NOT,NOT,NOT,NOT
168,1 kaartje voor The Flying Dutch 2018 (Rotterdam) op 2 juni 2018 te koop #ticketswap URL,NOT,NOT,NOT,NOT,NOT
169,Temperatuur=8.2|Regen.dag=0.0mm|Wind=2.3<br>m/s|Max._windstoot=4.9m/s|Richting=SW|Relatieve_vochtigheid=92.0%|Regen_laatste_uur=0.0mm|Zonnestraling/globale_straling=0.0W/m2,NOT,NOT,NOT,NOT,NOT
170,"@USER @USER @USER Goed om te horen , toch al gerechtelijk gelijk . De overige schade is zwaarder maar nu dit bekend is ook makkelijker te keren . Benieuwd of de @USER hier iets mee gaat doen of het laat begaan .",NOT,NOT,NOT,NOT,NOT
171,@USER Laat Aboutaleb zonder 1 kritische vraag islam promoten Dader als slachtoffer Moslims kunnen dat #ParisAttacks,OFF,OFF,NOT,OFF,NOT
172,@USER Shailene Woodley dacht na Divergent aan stoppen met acteren,NOT,NOT,NOT,NOT,NOT
173,@USER Ik vind het alvast minder erg dan de trend dat ouders hun kinderen per auto naar school brengen in hun... pyama/peignoir!! :face_screaming_in_fear: :face_screaming_in_fear: ,NOT,NOT,NOT,NOT,NOT
174,Een handig overzichtje van je sollicitaties: De SollicitatieBilly URL,NOT,NOT,NOT,NOT,NOT
175,@USER Laat hij maar met alles stoppen ken die kop niet meeeeer zien,OFF,NOT,NOT,OFF,OFF
176,"@USER @USER @USER @USER Ja, goed van hen! Niet kakelen, maar eieren leggeeeuhm bon ja. :man_shrugging_selector: ",NOT,NOT,NOT,NOT,NOT
177,Het hele toernooi volg je op @USER . En dan worden de halve finales niet eens live uitgezonden.. Hoe triest is dat!! Iemand idee? #dtv,OFF,OFF,NOT,NOT,OFF
178,@USER Enorme laffe lul dat je bent! Gelijkheid is juist wel belangrijk. Echter er zijn mensen die geen afscheid hebben mogen nemen. Intens verdriet en dan gebeurd dit! Gelijkheid is gelijk voor iedereen! Lamlul dat je bent! Gadverdamme! Wat een klootzak ben jij als mens!,OFF,,,,
179,"@USER de waarheid bestaat niet ,enkel de verhalen die men er over vertelt",NOT,NOT,NOT,NOT,NOT
180,"@USER @USER Ik durf het ook niet met zekerheid te zeggen, Rob, maar ik zal dit intern doorzetten! ^BD",NOT,NOT,NOT,NOT,NOT
181,@USER @USER We kunnen ook mensen doodmaken eens kijken of dat je dan ook een nerts voelt.,OFF,,,,
182,"Moeten we boa's gaan bewapenen? “Bittere noodzaak”, volgens VVD-Kamerlid Dilan Yeşilgöz-Zegerius. “Een stoplap om het uitkleden van de politie mee te bedekken”, zo luidt het verdict van oud-politiewoordvoerder Klaas Wilting. URL",NOT,NOT,NOT,NOT,NOT
183,"ZOMERACTIE! We hebben 'm weer, onze superscherpe zomeractie; 3 maanden yoga voor € 99,-! Kom je deze zomer yogales bij ons volgen? PS : als je al lid bent en een nieuw lid aanbrengt hebben we een leuk cadeautje voor je : winking_face:... URL",NOT,NOT,NOT,NOT,NOT
184,sinterklaas is een heel erg mooie voorbeeld van racisme in nederland. think about that for a minute,OFF,NOT,NOT,OFF,OFF
185,@USER @USER rood wit blauw mooi....,NOT,NOT,NOT,NOT,NOT
186,"@USER @USER Ek sou graag wou weet , waar bly Nico gedurende die verfilming van die reeks?",NOT,NOT,NOT,NOT,NOT
187,@USER Ga ik doen.,NOT,NOT,NOT,NOT,NOT
188,"Hear, hear! Een belangrijke boodschap van de burgemeester van Toronto. Als iedereen wat bijdraagt, leven we ooit in een perfecte wereld. Waar iedereen rijk en gelukkig is. Toch?",NOT,NOT,NOT,NOT,NOT
189,@USER Illusie om te denken dat Biden president zou kunnen worden.,NOT,NOT,NOT,NOT,NOT
190,@USER want dit heeft nets met moslims te maken? #stfu,OFF,OFF,OFF,OFF,OFF
191,Inspecteur mag bewijsstukken kosten verbouwing jaren na dato nog opvragen URL,NOT,NOT,NOT,NOT,NOT
192,Bestuurders Universiteit Groningen krijgen dit jaar feestjes ter waarde van 110.000 euro - ThePostOnline URL,NOT,NOT,NOT,NOT,NOT
193,@USER Je bent net zo erg aan het opgaan is je bekrompen wereldbeeld als Hitler deed lol,OFF,,,,
194,@USER Alsof moslims geen tetten hebben :) @USER,OFF,OFF,NOT,OFF,NOT
195,@USER ik zet er geld op,NOT,NOT,NOT,NOT,NOT
196,"Negen gewonden na groot ongeval op A58 bij Tilburg, chaos en lange file URL",NOT,NOT,NOT,NOT,NOT
197,"@USER Vieze fundamentalist. Lever je Nederlandse nationaliteit in, je hoort bij je nazi leider in Turkije.",OFF,,,,
198,‘Paris Saint-Germain klopt met bod van 113 miljoen aan in Londen’ URL,NOT,NOT,NOT,NOT,NOT
199,"@USER Oh jee, per ongeluk geliked :sleepy_face: dacht dat het om de loep ging :face_with_hand_over_mouth: Misschien toch even melden bij Staatsbosbeheer. ^MG",NOT,NOT,NOT,NOT,NOT
200,@USER Slaap lekker :zzz: ,NOT,NOT,NOT,NOT,NOT
201,@USER Als ik die film kijk zie ik alleen maar dingen die ze hadden kunnen (lees: moeten) doen maar niet gedaan hebben. Heb dat zelden/nooit in een Bondfilm.,NOT,NOT,NOT,OFF,OFF
202,GL stemde vandaag voor inbreiding en splitsing bebouwing Wageningen Hoog. Groen Hart stem Hart voor Wageningen.,NOT,NOT,NOT,NOT,NOT
203,Wanneer heeft Umicore (Metalurgie de lood d'Hoboken à Kruibeke) ooit voor mensen gekozen en niet voor geld? URL,NOT,NOT,NOT,OFF,OFF
204,@USER Probeer de politiek eens!,NOT,NOT,NOT,NOT,NOT
205,De onwelgevallige feiten over windenergie die u nooit hoort … URL,NOT,NOT,NOT,NOT,NOT
206,Wie gaat er nu protesteren voor een dode misdadiger? Geld :money_bag: dus.... En #links subsidies :face_vomiting: URL,OFF,,,,
207,Ben je moslim en heb je er spijt van ? Zeg 3 wees groetjes naar het westen.. en je bent weer normaal. #arena #nieuwsuur,OFF,,,,
208,@USER mooie cijfertjes alleen een vraag GGD ZL melde in de krant dat over de hele maand Mei er 253 testen uitgevoerd zijn en 5% positief waren en dan te denken dat men zegt een flinke test capaciteit te hebben gebruik die dan ook !!!,NOT,NOT,NOT,NOT,NOT
209,"@USER @USER @USER @USER @USER Is goed, je idealen onderbouwen komt vanzelf wel later. En nogmaals veel plezier morgen met je Black power knuistje. O en maak er een flinke puinhoop van hé. Winkels vernieuwen, nieuwe garderobe pakken 4 free. Stel me niet teleur. Maak dit land kapot. Weg me discriminatie :face_with_tears_of_joy: :face_with_tears_of_joy:",OFF,,,,
210,Wie de fuck neemt er nou een new-born mee naar een meeting? De baby is lief hoor daar niet van. #dtv #helemaalgek,OFF,OFF,OFF,OFF,OFF
211,"@USER @USER Dan hoor je ook niks! Net zoals in Zuid Afrika waar blanke boeren elke week vermoord worden. Dan hoor, en lees je niks van. Maar inderdaad! De ene slachtoffer is net iets erger dan het andere slachtoffer.",NOT,OFF,NOT,NOT,NOT
212,@USER Ik wil tot mn 18de sws geen relaties meer. Oprotten,OFF,OFF,OFF,OFF,OFF
213,"@USER @USER Schokkend. Activistenwereld nauw verweven met NOS. “Simone Weimans, NOS-nieuwslezeres, is hoofd van een jury die 35.000 euro gemeentesubsidie via het Amsterdams Fonds voor de Kunst toekent aan het project van een KOZP-activist.” URL",NOT,NOT,NOT,NOT,NOT
214,@USER wat een onzin. Het is de grootste leugenaar ooit. En zegt nog niet waarom.... simpelweg geld.,OFF,,,,
215,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Neen, het blijft droog hoor vandaag Patje, straks komt zelfs de zon beetje piepen!",NOT,NOT,NOT,NOT,NOT
216,#ditism Kanye West noemt slavernij een KEUZE als een soort verkooptruc??? Hij is nog walgelijker dan ik al dacht.,OFF,,,,
217,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Het ligt altijd aan de ander, Biden was er gewoon ingeluisd en een loer gedraaid door die pootjeslichter, dus Joe is weer gewoon de goeie ouwe onracistische racist die hij altijd al was ""Biden On His Racist Comments: Charlamagne Tha God Was “Baiting Me”"" URL",OFF,OFF,NOT,OFF,OFF
218,Gefeliciteerd Henry! Je bent onze toffe peer! @USER,NOT,NOT,NOT,NOT,NOT
219,"@USER Als je een ""eengemaakt"" Europa hebt, met vrij verkeer van goederen en mensen maar zonder fiscale harmonisatie en gelijkaardige wetten en lonen, dan weet je toch op voorhand dat hier problemen van komen. Dit Europa is een godsgeschenk voor opportunistische multinationals $$$$$$$",NOT,NOT,NOT,OFF,NOT
220,"@USER Wat ga je nu doen voor de gehandicapten..Doe je daar ook nog iets aan,je weet niet hoeveel geld het kost .En ook wij zijn mensen.",OFF,NOT,NOT,OFF,OFF
221,@USER Ik zal je missen... ik hoop dat je goed van je corona bent genezen. Wie weet tot ooit :red_heart_selector: ,NOT,NOT,NOT,NOT,NOT
222,"@USER Schokkend. Activistenwereld nauw verweven met NOS. “Simone Weimans, NOS-nieuwslezeres, is hoofd van een jury die 35.000 euro gemeentesubsidie via het Amsterdams Fonds voor de Kunst toekent aan het project van een KOZP-activist.” URL",NOT,NOT,NOT,NOT,OFF
223,"@USER @USER Hij haat het Vlaams Belang , gezien zijn eerdere uitspraken . Wat ik daar al van gezien heb en dat als nva'er :man_facepalming_selector: Gedraagt zich exact als de gemiddelde SJW'er .",OFF,NOT,NOT,OFF,OFF
224,Tja......een half uur na het bekijken van diezelfde foto heb ik de ‘teil’ moeten legen....... URL,NOT,NOT,NOT,OFF,NOT
225,"@USER ... APEN STELEN CORONA BLOEDMONSTERS IN INDIA ..???. ... Apen grepen en vluchtten met bloedmonsters van vier COVID-19-patiënten. We moesten opnieuw hun bloedmonsters nemen ”, vertelde topfunctionaris aan college, Reuters . URL",NOT,NOT,NOT,NOT,NOT
226,"Gewoon kijken, luisteren. Impact... Reflectie. #dialoog #nieuwsgierigheid #aandacht URL",NOT,NOT,NOT,NOT,NOT
227,"@USER @USER Iets anders, wanneer word Asscher voor de rechter gesleept voor het willens en wetens aan de afgrond brengen van duizende mensen door de kinderopvangtoeslagenaffaire???",OFF,OFF,NOT,OFF,OFF
228,@USER @USER @USER Dat kind heeft aardig wat trollen gestuurd en speelt zelf de onschuld. Complete theorien worden er verzonnen door haar aanhang :beaming_face_with_smiling_eyes: URL,OFF,OFF,NOT,OFF,OFF
229,Peter Croonen geeft toe : “Dat heeft absoluut een rol gespeeld in transfer Pozuelo” : URL,NOT,NOT,NOT,NOT,NOT
230,"Grappen over dat ik niet weet waar me vader is werken niet op mij. Ik weet waar hij is, NIET IN ME LEVEN maar ik weet waar ik hem kan vinden als ik zou moetne",NOT,NOT,NOT,NOT,NOT
231,Er is op 01-05-2019 een nieuwe beoordeling geplaatst voor Freo! URL,NOT,NOT,NOT,NOT,NOT
232,"@USER @USER @USER @USER @USER @USER @USER Graag, maar dan het liefst in de e-NV200 Evalia 60 kWh :grinning_face_with_big_eyes: @USER @USER",NOT,NOT,NOT,NOT,NOT
233,@USER Telkens als ik tweet dat ik de voedselbank help. Beginnen mensen over de politiek en de overheid,NOT,NOT,NOT,NOT,NOT
234,"@USER @USER Om precies te zijn, absoluut gelijk. Geen discussie.",NOT,NOT,NOT,NOT,NOT
235,01juni2018 19:00 uur . Banen zijn tot nader order even niet bespeelbaar.,NOT,NOT,NOT,NOT,NOT
236,@USER Tijd voor een nieuwe twitter banner... :winking_face_with_tongue: ,NOT,NOT,NOT,NOT,NOT
237,@USER @USER @USER Je bent zo geïndoctrineerd dat je zelfs hiervan niets wil weten. Welkom in Dictatuur NL URL,OFF,,,,
238,"@USER @USER Ik ook, ik zit nog tot einde van dit seizoen bij ze. Er is belangstelling van anderen, maar wellicht blijf ik.",NOT,NOT,NOT,NOT,NOT
239,"@USER @USER Nee,helaas maar is de enige inde milieu straat op het winkelcentrum.",NOT,NOT,NOT,NOT,NOT
240,Cool na 6 maanden ben ik nog steeds nie oke,NOT,NOT,NOT,NOT,NOT
241,Voorstanders van verbod op Turkse campagne spelen met vuur URL,NOT,NOT,NOT,NOT,OFF
242,@USER @USER Broer hjb als je zo greedy bent geef je kk iban ik maak ook euro naar jou over fucking balzak,OFF,,,,
243,@USER @USER @USER @USER En de antirook trol @USER ( @USER ) komt ook weer wat dwaas uit zijn nek lullen. De tabakslobby blablabla enz.. URL,OFF,OFF,OFF,OFF,OFF
244,#nieuwstwitter Foto van Memphis moet verwijderd worden: United-aanvaller te jong URL,NOT,NOT,NOT,NOT,NOT
245,#totaja grappig al die euforie. Ajax had weer eens het geluk dat ze tegen een verzwakte opponent speelde. De tweede helft liet zien dat ook dit Tottenham meer had kunnen doen als ze niet zo laf waren begonnen.,OFF,NOT,NOT,OFF,OFF
246,@USER @USER I know. Die was pardoes weg toen ik in Den Haag ging wonen. Atsers.,NOT,NOT,NOT,NOT,NOT
247,"@USER Miljarden business, maar nog steeds geen mondkapjes in verpleging hoor ik net bij Pauw. 31 mei inmiddels.",NOT,NOT,NOT,NOT,NOT
248,Trump reageert op rellen Minneapolis. Geeft de burgemeester (een Democraat) de schuld en dreigt de boel over te nemen. Gouverneur had national guard overigens al ingezet. URL,NOT,NOT,NOT,NOT,NOT
249,Temperatuur=3.6|Regen.dag=5.2mm|Wind=1.8<br>m/s|Max._windstoot=5.4m/s|Richting=SSE|Relatieve_vochtigheid=99.0%|Regen_laatste_uur=0.0mm|Zonnestraling/globale_straling=0.0W/m2,NOT,NOT,NOT,NOT,NOT
250,Meer #EU = Meer moslims = Meer doden - En zonder EU zouden we #oorlog krijgen volgens #Timmermans Wat een bagger!,OFF,,,,
251,@USER Is dit een serieuze kwestie?,NOT,NOT,NOT,OFF,NOT
252,"@USER De label terrorist komt nooit meer van je naam. Eens een terrorist, altijd een terrorist.",OFF,,,,
253,Belgische familie van doodgeslagen Théa (2) vindt jaren later voortvluchtige dader terug in Marokko URL,NOT,NOT,NOT,NOT,NOT
254,@USER Ipv politiegeweld en racisme kaart je dit aan? Zwakkeling.,OFF,,,,
255,Blog over de spoorwensdag van mijn zoon. #swd18 #NS #ProRail #spoorwensdag URL,NOT,NOT,NOT,NOT,NOT
256,@USER @USER @USER @USER @USER Nog niet gekeken. :oncoming_fist_medium-light_skin_tone: :smiling_face_with_smiling_eyes: ,NOT,NOT,NOT,NOT,NOT
257,@USER Omg . Onno is nog de minst erge,NOT,NOT,NOT,NOT,NOT
258,@USER @USER @USER @USER @USER Jij komt toch nu net in dit draadje?,NOT,NOT,NOT,NOT,NOT
259,"@USER Dat was het enige dat ik op gegeven moment thuis als vriendje had, de hond. Uren zwierf ik door het bos met hem.",NOT,NOT,NOT,NOT,NOT
260,Aan snijden in zorg gaat in de raad van Oisterwijk chaos vooraf - URL,NOT,NOT,NOT,NOT,NOT
261,Ne se nog ene werken en dan een weekje verlof/ werke aan de baby kamer :smiling_face_with_sunglasses: :smiling_face_with_3_hearts:,NOT,NOT,NOT,NOT,NOT
262,"Negen kruistochten zijn er geweest om de moslims te bestrijden. Althans, tot aan de eerste Golfoorlog. Men leert niet van geschiedenis....",OFF,,,,
263,"@USER @USER Staat die trut er ook tussen,in parken worden ze weg gejaagd en het hertenkamp,of malieveld maar hier staan er honderden bij elkaar.",OFF,,,,
264,Patty Brard wil Caraïbisch eiland niet verlaten en Billy Bakker heeft nieuw liefje URL,NOT,NOT,NOT,NOT,NOT
265,Veldesdoorn-Spaanse Aak De geur van het hout van de Veldesdoorn ruikt naar bloemen. Krachtige geurige kruidig/zoete bloemen. Nu begrijp ik waarom hij uit de zeepboomfamilie komt. Deze boom ruikt naar zeepjes :relieved_face: Op de vuurkorf ruikt de hele tuin naar wierrook. Geweldig :smiling_face_with_heart-eyes: ,NOT,NOT,NOT,NOT,NOT
266,"@USER @USER Werkt met honden net zo, ken je de pitbull?",NOT,NOT,NOT,NOT,NOT
267,"@USER Morning….er was heulemoal niemes!! Allemaal op vakantie, dus heb ik tijd om brandnetelzeep te maken :smiling_face_with_3_hearts:",NOT,NOT,NOT,NOT,NOT
268,@USER @USER @USER China is in 2002 toegetreden tot de WTO en heeft sindsdien en daardoor een ongelooflijke groei doorgemaakt als export land. Die export moet ergens geïmporteerd worden en in Europa neem R’dam daarvan het leeuwendeel voor z’n rekening.,NOT,NOT,NOT,NOT,NOT
269,@USER Al die zwarten zijn boos op de politie dus we moeten ze maar laten stelen verkrachten en moorden??????????je hoort overal in de wereld wat zwarten doen hoeveel blanken worden vermoord. Hoeveel zwarten worden onder elkaar vermoord bestolen verkracht ?????,OFF,,,,
270,Walgelijke nutteloze overbodige handophouwende domme werkeloze mensen.,OFF,,,,
271,Beurs_Today: Uitspraak zaak Nigeriaanse weduwen tegen Shell URL,NOT,NOT,NOT,NOT,NOT
272,Opening van nieuwe textiel sorteerlijn bij Saver in Roosendaal URL,NOT,NOT,NOT,NOT,NOT
273,"Voor mensen die mij graag helpen slagen dit schooljaar, like deze facebookpagina even. Feel free om het te unliken na 20 juni! URL",NOT,NOT,NOT,NOT,NOT
274,Zoon Formule 1-legende Nelson Piquet naar Nederlands raceteam URL,NOT,NOT,NOT,NOT,NOT
275,@USER heb je over pridefall gehoord? die groep neonazis die mensen willen aanvallen & bedreigen op de eerste dag van pride month (een juni) doxxen is zegmaar een hack process waarbij ze al je persoonlijke info over je verkrijgen en tegen je kunnen gebruiken om je leven te verpesten,OFF,NOT,OFF,NOT,OFF
276,Inspecteur mag bewijsstukken kosten verbouwing jaren na dato nog opvragen URL,NOT,NOT,NOT,NOT,NOT
277,"@USER @USER @USER En ik vind , ook naar aanleiding van hoe die Femke Halsema uitlegt hoe het zit met die Demonstratie op de Dam . Wel zeggen dat ze het fout heeft aangepakt , maar haar excuses niet aanbied . Tijd om de consequenties te aanvaarden en haar ontslag aan te bieden!",NOT,NOT,NOT,NOT,OFF
278,Filmmakers naar rechter : 'Staat doet te weinig aan piraterij': Een groep Nederlandse producenten en distribute... URL,NOT,NOT,NOT,NOT,NOT
279,Het Europese verbod op zogenoemd ‘#bijengif’ moet wereldwijd navolging krijgen. URL,NOT,NOT,NOT,NOT,NOT
280,Ben blij dat ik zoveel mensen kan helpen om zich beter te laten voelen ngl,NOT,NOT,NOT,NOT,NOT
281,"Opnieuw corona bij vleesverwerker, nu in Helmond URL",NOT,NOT,NOT,NOT,NOT
282,Mooi toch..,NOT,NOT,NOT,NOT,NOT
283,Je kan ook ineens voor een heel blok worden ingeroosterd terwijl jezelf 1 gastcollege in gedachten had....,NOT,NOT,NOT,NOT,NOT
284,"Veel Nederlanders in turkije willen terug! Laten we dan ruilen: 'Erdogan turken' terug naar turkije, alle nederlanders terug naar nederland!",OFF,,,,
285,"@USER Het wordt tijd dat we ons eigen gaan bewapenen, voor dat smerige inteelt :pouting_face: :pouting_face: :face_with_monocle: ",OFF,,,,
286,Homo- en Jodenhaat bij URL,NOT,NOT,NOT,NOT,NOT
287,@USER Ik heb eigenlijk meer moeite met kinderen waarbij zichtbaar geen druppel water aan te pas is gekomen in de ochtend :winking_face: ,NOT,NOT,NOT,NOT,NOT
288,@USER @USER @USER @USER Ze hebben daar zeggen en schrijven 6 hutjes neergezet en een hele boel meiden verkracht. URL,OFF,OFF,NOT,OFF,NOT
